ENTRY,NAMES,FORMULA,CHARGE,"GROUPS INVOLVED IN COMPOUND STRUCTURE","ESTIMATED ∆fG'°","SE∆fG'°",NOTES,SMILES,chebi_error
640,"2,4-dichlorobenzoate|",C7H3O2Cl2,-1,"aromatic ring =C< : 3 | -COO : 1 | aromatic ring =CH- : 3 | tertiary -Cl : 2 | Origin : 1 | OCCC : 1",-63.77,1.36,,[O-]C(=O)c1ccc(Cl)cc1Cl,
641,"2,5-dichlorobenzoate|",C7H3O2Cl2,-1,"aromatic ring =CH- : 3 | aromatic ring =C< : 3 | -COO : 1 | tertiary -Cl : 2 | Origin : 1 | OCCC : 1",-63.77,1.36,,,"no exact name match in CHEBI"
642,"2,6-dichlorobenzoate|",C7H3O2Cl2,-1,"aromatic ring =C< : 3 | -COO : 1 | aromatic ring =CH- : 3 | tertiary -Cl : 2 | Origin : 1 | OCCC : 1",-63.77,1.36,,[O-]C(=O)c1c(Cl)cccc1Cl,
643,"3,4-dichlorobenzoate|",C7H3O2Cl2,-1,"aromatic ring =CH- : 3 | aromatic ring =C< : 3 | -COO : 1 | tertiary -Cl : 2 | Origin : 1 | OCCC : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 1",-61.85,1.4,,[H]OC(=O)c1c([H])c([H])c(Cl)c(Cl)c1[H],
644,"3,5-dichlorobenzoate|",C7H3O2Cl2,-1,"aromatic ring =CH- : 3 | aromatic ring =C< : 3 | -COO : 1 | tertiary -Cl : 2 | Origin : 1 | OCCC : 1",-63.77,1.36,,,"no exact name match in CHEBI"
645,"2,3,5-trichlorobenzoate|",C7H2O2Cl3,-1,"aromatic ring =CH- : 2 | aromatic ring =C< : 4 | -COO : 1 | tertiary -Cl : 3 | Origin : 1 | OCCC : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 1",-67.21,1.86,,,"no exact name match in CHEBI"
646,"3,4,5-trichlorobenzoate|",C7H2O2Cl3,-1,"aromatic ring =CH- : 2 | aromatic ring =C< : 4 | -COO : 1 | tertiary -Cl : 3 | Origin : 1 | OCCC : 1 | BinaryVicinalCl : 2 | DistinctVicinalCl : 2",-65.29,1.96,,,"no exact name match in CHEBI"
647,2-bromobenzoate|,C7H4O2Br,-1,"aromatic ring =C< : 2 | -COO : 1 | aromatic ring =CH- : 4 | aromatic -Br : 1 | Origin : 1 | OCCC : 1",-48.53,1.54,,,"no exact name match in CHEBI"
648,3-bromobenzoate|,C7H4O2Br,-1,"aromatic ring =C< : 2 | -COO : 1 | aromatic ring =CH- : 4 | aromatic -Br : 1 | Origin : 1 | OCCC : 1",-48.53,1.54,,,"no exact name match in CHEBI"
649,4-bromobenzoate|,C7H4O2Br,-1,"aromatic ring =C< : 2 | -COO : 1 | aromatic ring =CH- : 4 | aromatic -Br : 1 | Origin : 1 | OCCC : 1",-48.53,1.54,,,"no exact name match in CHEBI"
650,2-fluorobenzoate|,C7H4O2F,-1,"aromatic ring =C< : 2 | -COO : 1 | aromatic ring =CH- : 4 | aromatic -F : 1 | Origin : 1 | OCCC : 1",-94.03,1.54,,[O-]C(=O)c1ccccc1F,
651,3-fluorobenzoate|,C7H4O2F,-1,"aromatic ring =C< : 2 | -COO : 1 | aromatic ring =CH- : 4 | aromatic -F : 1 | Origin : 1 | OCCC : 1",-94.03,1.54,,[O-]C(=O)c1cccc(F)c1,
652,4-fluorobenzoate|,C7H4O2F,-1,"aromatic ring =C< : 2 | -COO : 1 | aromatic ring =CH- : 4 | aromatic -F : 1 | Origin : 1 | OCCC : 1",-94.03,1.54,,[O-]C(=O)c1ccc(F)cc1,
653,2-iodobenzoate|,C7H4O2I,-1,"aromatic ring =C< : 2 | -COO : 1 | aromatic ring =CH- : 4 | aromatic -I : 1 | Origin : 1 | OCCC : 1",-34.43,1.54,,[O-]C(=O)c1ccccc1I,
654,3-iodobenzoate|,C7H4O2I,-1,"aromatic ring =C< : 2 | -COO : 1 | aromatic ring =CH- : 4 | aromatic -I : 1 | Origin : 1 | OCCC : 1",-34.43,1.54,,,"no exact name match in CHEBI"
655,4-iodobenzoate|,C7H4O2I,-1,"aromatic ring =C< : 2 | -COO : 1 | aromatic ring =CH- : 4 | aromatic -I : 1 | Origin : 1 | OCCC : 1",-34.43,1.54,,,"no exact name match in CHEBI"
656,2-amino-5-chlorobenzoate|,C7H5NO2Cl,-1,"aromatic ring =C< : 3 | -COO : 1 | aromatic ring =CH- : 3 | tertiary -Cl : 1 | -NH2 : 1 | Origin : 1 | OCCC : 1",-54.35,1.19,,,"no exact name match in CHEBI"
657,2-hydroxy-5-chlorobenzoate|,C7H4O3Cl,-1,"aromatic ring =C< : 3 | -COO : 1 | aromatic ring =CH- : 3 | tertiary -Cl : 1 | -OH : 1 | Origin : 1 | OCCC : 1",-97.89,1.15,,,"no exact name match in CHEBI"
658,2-methyl-5-chlorobenzoate|,C8H6O2Cl,-1,"aromatic ring =C< : 3 | -COO : 1 | aromatic ring =CH- : 3 | tertiary -Cl : 1 | -CH3 : 1 | Origin : 1 | OCCC : 1",-60.04,1.15,,,"no exact name match in CHEBI"
659,2-chlorophenol|,C6H5OCl,0,"aromatic ring =CH- : 4 | aromatic ring =C< : 2 | -OH : 1 | tertiary -Cl : 1 | Origin : 1",-15.26,0.95,,Oc1ccccc1Cl,
660,3-chlorophenol|,C6H5OCl,0,"aromatic ring =C< : 2 | -OH : 1 | aromatic ring =CH- : 4 | tertiary -Cl : 1 | Origin : 1",-15.26,0.95,,Oc1cccc(Cl)c1,
661,4-chlorophenol|,C6H5OCl,0,"aromatic ring =C< : 2 | -OH : 1 | aromatic ring =CH- : 4 | tertiary -Cl : 1 | Origin : 1",-15.26,0.95,,Oc1ccc(Cl)cc1,
662,"2,3-dichlorophenol|",C6H4OCl2,0,"aromatic ring =CH- : 3 | aromatic ring =C< : 3 | -OH : 1 | tertiary -Cl : 2 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 1",-18.7,1.38,,,"no exact name match in CHEBI"
663,"2,4-dichlorophenol|",C6H4OCl2,0,"aromatic ring =C< : 3 | -OH : 1 | tertiary -Cl : 2 | aromatic ring =CH- : 3 | Origin : 1",-20.62,1.34,,Oc1ccc(Cl)cc1Cl,
664,"2,5-dichlorophenol|",C6H4OCl2,0,"aromatic ring =C< : 3 | -OH : 1 | aromatic ring =CH- : 3 | tertiary -Cl : 2 | Origin : 1",-20.62,1.34,,Oc1cc(Cl)ccc1Cl,
665,"2,6-dichlorophenol|",C6H3OCl2,-1,"aromatic ring =C< : 3 | tertiary -Cl : 2 | aromatic ring =CH- : 3 | -Oneg : 1 | Origin : 1",-11.92,1.63,,Oc1c(Cl)cccc1Cl,
666,"3,4-dichlorophenol|",C6H4OCl2,0,"aromatic ring =C< : 3 | -OH : 1 | aromatic ring =CH- : 3 | tertiary -Cl : 2 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 1",-18.7,1.38,,,"no exact name match in CHEBI"
667,"3,5-dichlorophenol|",C6H4OCl2,0,"aromatic ring =C< : 3 | -OH : 1 | aromatic ring =CH- : 3 | tertiary -Cl : 2 | Origin : 1",-20.62,1.34,,,"no exact name match in CHEBI"
668,"2,3,4-trichlorphenol|",C6H3OCl3,0,"aromatic ring =CH- : 2 | aromatic ring =C< : 4 | -OH : 1 | tertiary -Cl : 3 | Origin : 1 | BinaryVicinalCl : 2 | DistinctVicinalCl : 2",-22.14,1.94,,,"no exact name match in CHEBI"
669,"2,4,5-trichlorophenol|",C6H3OCl3,0,"aromatic ring =C< : 4 | -OH : 1 | aromatic ring =CH- : 2 | tertiary -Cl : 3 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 1",-24.06,1.84,,Oc1cc(Cl)c(Cl)cc1Cl,
670,"2,4,6-trichlorophenol|",C6H2OCl3,-1,"aromatic ring =C< : 4 | tertiary -Cl : 3 | aromatic ring =CH- : 2 | -Oneg : 1 | Origin : 1",-17.28,2.03,,Oc1c(Cl)cc(Cl)cc1Cl,
671,"2,3,5-trichlorphenol|",C6H3OCl3,0,"aromatic ring =C< : 4 | -OH : 1 | aromatic ring =CH- : 2 | tertiary -Cl : 3 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 1",-24.06,1.84,,,"no exact name match in CHEBI"
672,"2,3,6-trichlorophenoI|",C6H2OCl3,-1,"aromatic ring =C< : 4 | tertiary -Cl : 3 | aromatic ring =CH- : 2 | -Oneg : 1 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 1",-15.36,2.06,,,"no exact name match in CHEBI"
673,"3,4,5-trichlorophenol|",C6H3OCl3,0,"aromatic ring =C< : 4 | -OH : 1 | aromatic ring =CH- : 2 | tertiary -Cl : 3 | Origin : 1 | BinaryVicinalCl : 2 | DistinctVicinalCl : 2",-22.14,1.94,,,"no exact name match in CHEBI"
674,"2,3,4,5-tetrachlorophenol|",C6H2OCl4,0,"aromatic ring =CH- : 1 | aromatic ring =C< : 5 | -OH : 1 | tertiary -Cl : 4 | Origin : 1 | BinaryVicinalCl : 3 | DistinctVicinalCl : 3",-25.58,2.54,,[H][C@]1([C@@H](C(=O)N2CCC[C@@H]2OC)[C@]2(O)[C@H](O)[C@]1(Oc1cc(OC)cc(OC)c21)c1ccc(OC)cc1)c1ccccc1,
675,"2,3,4,6-tetrachlorophenol|",C6HOCl4,-1,"aromatic ring =C< : 5 | tertiary -Cl : 4 | aromatic ring =CH- : 1 | -Oneg : 1 | Origin : 1 | BinaryVicinalCl : 2 | DistinctVicinalCl : 2",-18.8,2.59,,,"no exact name match in CHEBI"
676,"2,3,5,6-tetrachlorophenol|",C6HOCl4,-1,"aromatic ring =C< : 5 | tertiary -Cl : 4 | aromatic ring =CH- : 1 | -Oneg : 1 | Origin : 1 | BinaryVicinalCl : 2 | DistinctVicinalCl : 2",-18.8,2.59,,Oc1c(Cl)c(Cl)cc(Cl)c1Cl,
677,pentachlorophenol|,C6OCl5,-1,"aromatic ring =C< : 6 | tertiary -Cl : 5 | -Oneg : 1 | Origin : 1 | BinaryVicinalCl : 4 | DistinctVicinalCl : 4",-20.32,3.3,,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,
678,CoM|coenzyme-M|,C2H5O3S2,-1,"-SO3 : 1 | -CH2- : 2 | -SH : 1 | Origin : 1",-121.26,0.99,,CC(=O)CSCCS([O-])(=O)=O,
679,methyl-CoM|methyl-coenzyme-M|,C3H7O3S2,-1,"-SO3 : 1 | -CH2- : 2 | -S- : 1 | -CH3 : 1 | Origin : 1",-115.39,1.06,,CSCCS(O)(=O)=O,
680,CH3-S-H|methylthiol|,CH4S,0,"-CH3 : 1 | -SH : 1 | Origin : 1",-4.39,0.65,,,"no exact name match in CHEBI"
681,H4SPT|,C35H48N7O19P,-4,"two fused rings >C= : 2 | ring -NH- : 3 | ring >C=O : 1 | ring =N- : 1 | ring -CH< : 6 | ring =C< : 1 | >CH- : 6 | -NH2 : 1 | -NH- : 2 | -CH3 : 2 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | -CH2- : 7 | -OH : 5 | -O- : 1 | ring -O- : 1 | -OPO3- : 1 | >C=O : 1 | -COO : 3 | amide : 2 | Origin : 1 | OCCC : 1 | CCNC : 1",-651.22,3.65,,,"no exact name match in CHEBI"
682,methyl-H4SPT|CH3-H4SPT|,C36H50N7O19P,-4,"two fused rings >C= : 2 | ring -NH- : 2 | ring =N- : 1 | ring -N< : 1 | ring >C=O : 1 | ring -CH< : 6 | ring =C< : 1 | -CH3 : 3 | -NH2 : 1 | >CH- : 6 | -NH- : 2 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | -CH2- : 7 | -OH : 5 | -O- : 1 | ring -O- : 1 | -OPO3- : 1 | >C=O : 1 | -COO : 3 | amide : 2 | Origin : 1 | OCCC : 1 | CCNC : 1",-638.95,3.52,,,"no exact name match in CHEBI"
683,MFR|methanofuran|,C34H40N4O15,-4,"ring =C< : 2 | ring =CH- : 2 | -CH2- : 12 | -O- : 1 | ring -O- : 1 | aromatic ring =C< : 2 | -NH3 : 1 | aromatic ring =CH- : 4 | >C=O : 3 | >CH- : 4 | -COO : 5 | amide : 3 | -NH- : 3 | Origin : 1 | heteroaromatic : 1",-466.4,2.88,,NCc1cc(COc2ccc(CCNC(=O)CC[C@H](NC(=O)CC[C@H](NC(=O)CC[C@@H]([C@@H](CCC(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O)cc2)co1,
684,formyl-MFR|,C35H39N4O16,-5,"ring =C< : 2 | ring =CH- : 2 | -CH2- : 12 | ring -O- : 1 | -O- : 1 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | -CH=O : 1 | >C=O : 3 | >CH- : 4 | -COO : 5 | amide : 4 | -NH- : 4 | Origin : 1 | heteroaromatic : 1",-494.35,3.31,,,"no exact name match in CHEBI"
685,H4MPT|,C30H42N6O16P,-3,"two fused rings >C= : 2 | ring -NH- : 3 | ring >C=O : 1 | ring =N- : 1 | ring -CH< : 6 | ring =C< : 1 | >CH- : 5 | -NH2 : 1 | -NH- : 1 | -CH3 : 2 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | -CH2- : 5 | -OH : 5 | -O- : 1 | ring -O- : 1 | -OPO3- : 1 | -COO : 2 | amide : 1 | Origin : 1 | OCCC : 1 | CCNC : 1",-544.24,3.41,,[H][C@]1(Nc2c(N[C@H]1C)nc(N)[nH]c2=O)[C@@H](C)Nc1ccc(C[C@H](O)[C@H](O)[C@H](O)CO[C@H]2O[C@H](COP(O)(=O)O[C@@H](CCC(O)=O)C(O)=O)[C@@H](O)[C@H]2O)cc1,
686,formyl-H4MPT|,C31H42N6O17P,-3,"two fused rings >C= : 2 | ring -NH- : 2 | ring =N- : 1 | ring >C=O : 1 | ring -CH< : 6 | ring =C< : 1 | -CH=O : 1 | -CH3 : 2 | -NH2 : 1 | >CH- : 5 | -NH- : 1 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | -CH2- : 5 | -OH : 5 | -O- : 1 | ring -O- : 1 | -OPO3- : 1 | -COO : 2 | amide : 2 | ring -N< : 1 | Origin : 1 | OCCC : 1 | CCNC : 1",-573.02,3.32,,,"no exact name match in CHEBI"
687,methenyl-H4MPT|,C31H41N6O16P,-2,"dbl sgl ring =N< : 1 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | -CH2- : 5 | >CH- : 4 | -OH : 5 | -O- : 1 | ring -CH< : 6 | ring -O- : 1 | -OPO3- : 1 | -COO : 2 | two fused rings >C= : 2 | ring -NH- : 2 | ring =N- : 1 | two fused rings -N< : 1 | ring >C=O : 1 | ring =C< : 1 | two fused rings >CH- : 1 | ring =CH- : 1 | -CH3 : 2 | -NH2 : 1 | amide : 1 | Origin : 1 | OCCC : 1 | CCNC : 2",-529.04,3.48,,[H][C@]1(Nc2c(N[C@H]1C)nc(N)[nH]c2=O)[C@@H](C)Nc1ccc(C[C@H](O)[C@H](O)[C@H](O)CO[C@H]2O[C@H](COP(O)(=O)O[C@@H](CCC(O)=O)C(O)=O)[C@@H](O)[C@H]2O)cc1,
688,methylene-H4MPT|,C31H42N6O16P,-3,"ring -N< : 1 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | -CH2- : 5 | >CH- : 4 | -OH : 5 | -O- : 1 | ring -CH< : 6 | ring -O- : 1 | -OPO3- : 1 | -COO : 2 | two fused rings >C= : 2 | ring -NH- : 2 | ring =N- : 1 | two fused rings -N< : 1 | ring >C=O : 1 | ring =C< : 1 | two fused rings >CH- : 1 | ring -CH2- : 1 | -CH3 : 2 | -NH2 : 1 | amide : 1 | Origin : 1 | OCCC : 1 | CCNC : 1",-525.72,3.47,,,"no exact name match in CHEBI"
689,F420|,C29H32N5O18P,-4,"aromatic ring =CH- : 3 | aromatic ring =C< : 1 | aromatic ring fused to nonaromatic ring >C=  : 2 | ring -N< : 1 | ring =CH- : 1 | two fused rings >C= : 2 | ring =N- : 1 | ring >C=O : 2 | -OH : 4 | -CH2- : 6 | >CH- : 6 | -OPO3- : 1 | >C=O : 2 | -CH3 : 1 | -COO : 3 | amide : 3 | ring -NH- : 1 | -NH- : 2 | Origin : 1 | OCCC : 1 | OCNC : 1 | CCCN : 1 | CCCC : 1",-653.72,3.33,,[H][C@@](CCC([O-])=O)(NC(=O)CC[C@]([H])(NC(=O)[C@H](C)OP([O-])(=O)OC[C@@H](O)[C@@H](O)[C@@H](O)CN1c2cc(O)ccc2Cc2c1[nH]c(=O)[nH]c2=O)C([O-])=O)C([O-])=O,
690,F420H2|,C29H34N5O18P,-4,"aromatic ring =CH- : 3 | aromatic ring =C< : 1 | aromatic ring fused to nonaromatic ring >C=  : 2 | ring -N< : 1 | ring -CH2- : 1 | two fused rings >C= : 2 | ring >C=O : 2 | -OH : 4 | -CH2- : 6 | >CH- : 6 | -OPO3- : 1 | >C=O : 2 | -CH3 : 1 | -COO : 3 | amide : 4 | ring -NH- : 2 | -NH- : 2 | Origin : 1 | OCCC : 1",-661.18,3.42,,,"no exact name match in CHEBI"
691,CH3-H4MPT|,C31H44N6O16P,-3,"two fused rings >C= : 2 | ring -NH- : 2 | ring =N- : 1 | ring -N< : 1 | ring >C=O : 1 | ring -CH< : 6 | ring =C< : 1 | -CH3 : 3 | -NH2 : 1 | >CH- : 5 | -NH- : 1 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | -CH2- : 5 | -OH : 5 | -O- : 1 | ring -O- : 1 | -OPO3- : 1 | -COO : 2 | amide : 1 | Origin : 1 | OCCC : 1 | CCNC : 1",-531.97,3.27,,[H][C@]1([C@@H](C)Nc2ccc(C[C@H](O)[C@H](O)[C@H](O)CO[C@H]3O[C@H](COP(O)(=O)O[C@@H](CCC(O)=O)C(O)=O)[C@@H](O)[C@H]3O)cc2)[C@H](C)Nc2nc(N)[nH]c(=O)c2N1C,
692,methylene-H4SPT|,C36H48N7O19P,-4,"ring -N< : 1 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | -CH2- : 7 | >CH- : 5 | -OH : 5 | -O- : 1 | ring -CH< : 6 | ring -O- : 1 | -OPO3- : 1 | >C=O : 1 | -COO : 3 | two fused rings >C= : 2 | ring -NH- : 2 | ring =N- : 1 | two fused rings -N< : 1 | ring >C=O : 1 | ring =C< : 1 | two fused rings >CH- : 1 | ring -CH2- : 1 | -CH3 : 2 | -NH2 : 1 | amide : 2 | -NH- : 1 | Origin : 1 | OCCC : 1 | CCNC : 1",-632.7,3.63,,,"no exact name match in CHEBI"
693,methenyl-H4SPT|,C36H47N7O19P,-3,"dbl sgl ring =N< : 1 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | -CH2- : 7 | >CH- : 5 | -OH : 5 | -O- : 1 | ring -CH< : 6 | ring -O- : 1 | -OPO3- : 1 | >C=O : 1 | -COO : 3 | two fused rings >C= : 2 | ring -NH- : 2 | ring =N- : 1 | two fused rings -N< : 1 | ring >C=O : 1 | ring =C< : 1 | two fused rings >CH- : 1 | ring =CH- : 1 | -CH3 : 2 | -NH2 : 1 | amide : 2 | -NH- : 1 | Origin : 1 | OCCC : 1 | CCNC : 2",-636.02,3.64,,,"no exact name match in CHEBI"
694,formyl-H4SPT|,C36H48N7O20P,-4,"two fused rings >C= : 2 | ring -NH- : 2 | ring =N- : 1 | ring >C=O : 1 | ring -CH< : 6 | ring =C< : 1 | -CH=O : 1 | -CH3 : 2 | -NH2 : 1 | >CH- : 6 | -NH- : 2 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | -CH2- : 7 | -OH : 5 | -O- : 1 | ring -O- : 1 | -OPO3- : 1 | >C=O : 1 | -COO : 3 | amide : 3 | ring -N< : 1 | Origin : 1 | OCCC : 1 | CCNC : 1",-680,3.6,,,"no exact name match in CHEBI"
695,CoB|H-S-CoB|coenzyme-B|,C11H20NO7PS,-2,">C=O : 1 | -CH3 : 1 | >CH- : 2 | -OPO3 : 1 | -COO : 1 | -CH2- : 6 | -SH : 1 | amide : 1 | -NH- : 1 | Origin : 1",-353.81,1.12,,C[C@@H](OP(O)(O)=O)[C@H](NC(=O)CCCCCCS)C(O)=O,
696,CoM-S-S-CoB|,C13H23NO10PS3,-3,">C=O : 1 | -CH3 : 1 | >CH- : 2 | -OPO3 : 1 | -COO : 1 | -CH2- : 8 | -S-S- : 1 | -SO3 : 1 | amide : 1 | -NH- : 1 | Origin : 1",-467.89,1.74,,C[C@@H](OP(O)(O)=O)[C@H](NC(=O)CCCCCCSSCCS(O)(=O)=O)C(O)=O,
697,O-alpha-D-glucopyranosyl-1->4-n|maltose|disaccharide|lactose|lcts|,C12H22O11,0,"ring -CH< : 10 | -O- : 1 | ring -O- : 2 | -CH2- : 2 | -OH : 8 | Origin : 1",-376.76,3.02,,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,
698,allolactose|,C12H22O11,0,"ring -CH< : 10 | -CH2- : 2 | -OH : 8 | ring -O- : 2 | -O- : 1 | Origin : 1",-376.76,3.02,,OC[C@H]1O[C@@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O,
699,electron|e-|,E,-1,"electron : 1",None,None,,[*-],
700,5alpha-androstane-17alpha-ol-3-one|5alpha-androstane-17beta-ol-3-one|,C19H30O2,0,"two fused rings >CH- : 4 | ring -CH2- : 9 | two fused rings >C< : 2 | -CH3 : 2 | ring -CH< : 1 | -OH : 1 | ring >C=O : 1 | Origin : 1",-42.82,7.18,,,"no exact name match in CHEBI"
701,AP-NAD|,C22H27N6O14P2,-1,"ring -N< : 1 | two fused rings >C= : 2 | ring -CH< : 8 | ring =CH- : 6 | ring =N- : 3 | ring -O- : 2 | ring =C< : 2 | -OH : 4 | -NH2 : 1 | -CH2- : 2 | -OPO3- : 1 | -OPO2- : 1 | dbl sgl ring =N< : 1 | >C=O : 1 | -CH3 : 1 | Origin : 1 | OCCC : 1 | heteroaromatic : 3",-520.98,4.31,,,"no exact name match in CHEBI"
702,AP-NADH|,C22H28N6O14P2,-2,"ring -N< : 2 | two fused rings >C= : 2 | ring -CH< : 8 | ring =CH- : 5 | ring =N- : 3 | ring -O- : 2 | ring =C< : 2 | -OH : 4 | -NH2 : 1 | -CH2- : 2 | -OPO3- : 1 | -OPO2- : 1 | ring -CH2- : 1 | >C=O : 1 | -CH3 : 1 | Origin : 1 | OCCC : 1 | heteroaromatic : 2",-515.71,4.22,,,"no exact name match in CHEBI"
703,desamino-NAD|,C21H24N6O15P2,-2,"ring -N< : 1 | two fused rings >C= : 2 | ring -CH< : 8 | ring =CH- : 6 | ring =N- : 3 | ring -O- : 2 | ring =C< : 2 | -OH : 4 | -NH2 : 1 | -CH2- : 2 | -OPO3- : 1 | -OPO2- : 1 | dbl sgl ring =N< : 1 | -COO : 1 | Origin : 1 | OCCC : 1 | heteroaromatic : 3",-572.03,4.3,,,"no exact name match in CHEBI"
704,desamino-NADH|,C21H25N6O15P2,-3,"ring -N< : 2 | two fused rings >C= : 2 | ring -CH< : 8 | ring =CH- : 5 | ring =N- : 3 | ring -O- : 2 | ring =C< : 2 | -OH : 4 | -NH2 : 1 | -CH2- : 2 | -OPO3- : 1 | -OPO2- : 1 | ring -CH2- : 1 | -COO : 1 | Origin : 1 | OCCC : 1 | heteroaromatic : 2",-566.76,4.21,,,"no exact name match in CHEBI"
705,TNAD|,C21H26N7O13P2S,-1,"ring -N< : 1 | two fused rings >C= : 2 | ring -CH< : 8 | ring =CH- : 6 | ring =N- : 3 | ring -O- : 2 | ring =C< : 2 | -OH : 4 | -NH2 : 2 | -CH2- : 2 | -OPO3- : 1 | -OPO2- : 1 | dbl sgl ring =N< : 1 | =C< : 1 | WdblS : 1 | Origin : 1 | heteroaromatic : 3",None,None,"Involves groups with unknown energy",,"no exact name match in CHEBI"
706,TNADH|,C21H27N7O13P2S,-2,"ring -N< : 2 | two fused rings >C= : 2 | ring -CH< : 8 | ring =CH- : 5 | ring =N- : 3 | ring -O- : 2 | ring =C< : 2 | -OH : 4 | -NH2 : 2 | -CH2- : 2 | -OPO3- : 1 | -OPO2- : 1 | ring -CH2- : 1 | =C< : 1 | WdblS : 1 | Origin : 1 | heteroaromatic : 2",None,None,"Involves groups with unknown energy",,"no exact name match in CHEBI"
707,N-acetyl-L-phenylalanine-ethyl-ester|,C13H17NO3,0,"aromatic ring =CH- : 5 | aromatic ring =C< : 1 | -CH2- : 2 | >C=O : 1 | -CH3 : 2 | >CH- : 1 | -O-CO- : 1 | amide : 1 | -NH- : 1 | Origin : 1",-74.88,1.14,,,"no exact name match in CHEBI"
708,cellotriose|beta-cellotriose|,C18H32O16,0,"ring -CH< : 15 | -O- : 2 | ring -O- : 3 | -CH2- : 3 | -OH : 11 | Origin : 1",-535.24,4.53,,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](CO)OC(O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,
709,lactulose|beta-lactulose|,C12H22O11,0,"ring -O- : 2 | ring -CH< : 8 | -O- : 1 | -OH : 8 | ring >C< : 1 | -CH2- : 3 | Origin : 1",-377.65,2.77,,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,
